nama;time;Ulasan;ket;Label
@AlikaSuci24-mo7rk;1 tahun yang lalu;obat ,,korengan jiha broo ,,caranyah ,,amb daun di cuci bersih ,,lalu di remas di puter di gengaman tangan ,hingga ber busa putiiih dan busa itu di gunakan seperti sallap ,,biyarkan sampai busa itu ,,keriing dengan sendirinyaaah ,,semoga cepat sembuh;bermanfaat;1
@hajimukhlisamin3220;1 tahun yang lalu;Mskasih dok info nya salam sehat;bermanfaat;1
@irwahermansyah;1 bulan yang lalu (diedit);Daun harendong untuk kesehatan;bermanfaat;1
@hape1302;1 tahun yang lalu;Ini mah untuk merebus kembang kates/daun kates biar GK pait buahnya jg manis;bermanfaat;1
@rizkiputra6259;10 bulan yang lalu;Teima ksh dok syh suka hed berlebihan alhmdllh setelah minum air dari harendong minum 1 x le 2 x nya suka berenti mksh dok info nya ..;bermanfaat;1
@jieoheavy6724;1 tahun yang lalu;Mantap Pak;bermanfaat;1
@Lasmi-pw6bj;1 tahun yang lalu;Mksh ya pak dokter;bermanfaat;1
@Inrajaya-rg7wj;2 hari yang lalu;Amin.yarobal.alamin;bermanfaat;1
@tatangsontani3062;1 tahun yang lalu;Lagi kecil dulu suka makan buah harendong;bermanfaat;1
@rinirini8259;2 tahun yang lalu;Hadir;tidak bermanfaat;0
@bobsonsianturi9080;1 bulan yang lalu;Klw di kampung kami ini nm nya daun Senduduk Dr....klw dulu banyak daun ini di ladang atau tumbuh di semak semak;bermanfaat;1
@purba3912;1 tahun yang lalu;Buah nya enak ,manis ,kecil berwarna biru,,klo di makan lidah jadi biru,,buah nya makanan saya waktu kecil kalo mau ke ladang...;bermanfaat;1
@muhamadiqbal5418;1 tahun yang lalu;Ini baru dokter yang betul betul baik hati,bisa menunjukan obat alami ,supaya tidak tergantung obat kimia.o iya dok apakah daun harendong bisa mengobati Hepatitis b?. Trimakasih dok,semoga sehat selalu;bermanfaat;1
@MariaMykel;9 bulan yang lalu;Trimakasih dok,;bermanfaat;1
@danauarjunasambadanausamba2698;1 tahun yang lalu;daun harendong bisa penawar.. kalau merebus daun pepaya agar tidak pait.. bisa campur dgn harendong.. terbukti tdk pait.;bermanfaat;1
@MuniraRapi-pn1np;3 bulan yang lalu;malam dokter;tidak bermanfaat;0
@msanuka8320;1 tahun yang lalu;Terimakasih;tidak bermanfaat;0
@AbdulAziz-lg5rb;1 tahun yang lalu;Bnyak sekali daerah saya ,bahkan di jadikan nama sebuah kampung;tidak bermanfaat;0
@slametraono7515;1 tahun yang lalu;Oala dok.di kebun karet kami banyak sekali daun harendong.sampai di semprot.;tidak bermanfaat;0
@rojimatroji7220;1 tahun yang lalu;Semoga bermanfaat;bermanfaat;1
@mahruf903;1 tahun yang lalu;Dikaltim  buanyaaak dkebun sawit,diseprot susah matine;tidak bermanfaat;0
@martina6679;2 tahun yang lalu;Terimakasih;tidak bermanfaat;0
@fauziefendi7382;1 tahun yang lalu;Klu buat konten,tumbuhan liar,tolong yg lebih jelas cara bahas pohonx / ciri cirix d sebutkan juga..terimaksih;tidak bermanfaat;0
@makmungani6727;1 tahun yang lalu;Bagus;bermanfaat;1
@kardiyantogodi678;1 tahun yang lalu;Terima kasih Dokter Fery. Semoga barokah atas informasinya.;bermanfaat;1
@slametraono7515;1 tahun yang lalu;Oala dok.di kebun karet kami banyak sekali daun harendong.sampai di semprot.;tidak bermanfaat;0
@rojimatroji7220;1 tahun yang lalu;Semoga bermanfaat;bermanfaat;1
@mahruf903;1 tahun yang lalu;Dikaltim  buanyaaak dkebun sawit,diseprot susah matine;tidak bermanfaat;0
@martina6679;2 tahun yang lalu;Terimakasih;tidak bermanfaat;0
@fauziefendi7382;1 tahun yang lalu;Klu buat konten,tumbuhan liar,tolong yg lebih jelas cara bahas pohonx / ciri cirix d sebutkan juga..terimaksih;tidak bermanfaat;0
@makmungani6727;1 tahun yang lalu;hadir…;tidak bermanfaat;0
@kardiyantogodi678;1 tahun yang lalu;Terima kasih Dokter Fery. Semoga barokah atas informasinya.;bermanfaat;1
@YatiSuryati-ev9ym;1 tahun yang lalu;Dok ,apakah ada tanaman herbal yg bisa membuat badan gemuk dan sehat ? Terima kasih;bermanfaat;1
@basoenunu7926;2 tahun yang lalu;Thanks dok;bermanfaat;1
@anthoniussriyoto5544;1 tahun yang lalu;Ujut tanaman harendong;tidak bermanfaat;0
@HRSvlog;1 tahun yang lalu;Buahnya juga dpt di makan kok.dan daunya  biasanya untuk  campuran jamu racik 1000;bermanfaat;1
@jujuntjy5051;2 tahun yang lalu;DOK..minta resep vitamin penambah nafsu mkn ank usia 12 tahun..;bermanfaat;1
@IqbalIqbal-jc3ol;1 tahun yang lalu;Detempatku banyak sekali harendong cari 1 damtruk juga bisa;bermanfaat;1
@ramaok4969;1 tahun yang lalu;Tanaman HARENDONG ditmpt Bunda itu untuk merebus Daun Pepaya agar tidak Pahit.;bermanfaat;1
@NaniMail-vn1vh;2 bulan yang lalu;Kalau di daerah saya masyarakat menyebutnya daun serendong;bermanfaat;1
@nariojsjs;1 tahun yang lalu;Ini pohon senggang.buah ya yg masak biasa sy MKN dan batang ya yg pucuk ya cuga enak untuk dimakan;bermanfaat;1
@samsulbahrimony7361;1 tahun yang lalu;Dok...di tempat saya, daun harendong....,sering kita gunakan untuk menyetopkan darah pada luka sayat terkena pisau atau parang.cukup dgn mengucek beberapa daun Harendong smpai keluar busa nya dan letakan pd luka tersebut.;bermanfaat;1
@Regimhd;1 tahun yang lalu;Bnyak it daun d kebun saya;bermanfaat;1
@ibnufirdaus4416;2 tahun yang lalu;Salam sehat, dok mau nanya di lalap atau di bikin minuman dua kali sehr  sama ga fungsinya mksh jaya sll amiin;bermanfaat;1
@anakbapak2957;1 tahun yang lalu;"Di kebun saya banyak sekali pokok ini
Saya  panggil senduduk bulu";bermanfaat;1
@amrizalzal4527;1 bulan yang lalu;Kalau di sumatera barat namanya tanaman sikaduduk.;bermanfaat;1
@devriinekejalanjalan;2 tahun yang lalu;Mengatasi diare,mengatasi keputihan,mengatasi sariawan,mengatasi bab berdarah,mengatasi menorhagia(darah menstruasi berlebihan),;bermanfaat;1
@ariem.s9597;1 tahun yang lalu;Salam...TAHES... Koko Fery...;tidak bermanfaat;0
@bismillah123-b6l;1 tahun yang lalu;maaf Dok,,,buah nya boleh d mkn gk ,,,dn apa ada manfaat nya juga bila d konsumsi buah nya, soal nya setau saya asa buah nya jga enak manis asam bila udah matang,,mohon penjelasan nya,,;bermanfaat;1
@NiningNining-op6tg;2 bulan yang lalu;Makasih dokter,kalo untuk sakit kepala yang bandel apa ya dok obatnya ?;bermanfaat;1
@amrizalzal4527;1 bulan yang lalu;Kalau di sumatera barat namanya tanaman sikaduduk.;bermanfaat;1
@devriinekejalanjalan;2 tahun yang lalu;Mengatasi diare,mengatasi keputihan,mengatasi sariawan,mengatasi bab berdarah,mengatasi menorhagia(darah menstruasi berlebihan),;bermanfaat;1
@ariem.s9597;1 tahun yang lalu;Salam...TAHES... Koko Fery...;tidak bermanfaat;0
@bismillah123-b6l;1 tahun yang lalu;maaf Dok,,,buah nya boleh d mkn gk ,,,dn apa ada manfaat nya juga bila d konsumsi buah nya, soal nya setau saya asa buah nya jga enak manis asam bila udah matang,,mohon penjelasan nya,,;bermanfaat;1
@NiningNining-op6tg;2 bulan yang lalu;Makasih dokter,kalo untuk sakit kepala yang bandel apa ya dok obatnya ?;bermanfaat;1
@naveezapijol3768;1 tahun yang lalu;Daun harendong ini ada dua macam satu harendong yg daun nya berbulu halus buahnya hitam d manis kalau sudah mateng  dua  harendong yg daunnya cuma kasap d bunganya warna ungu d buahnya agak gedean dikit kalau di Sum bag Sel  kedua macam daun ini biasa untuk cpuran metebus daun pepaya supaya daun pepaya tidak pahit sama sekali sama sprti daun singkong rasanya cobalah pasti enak rasanya;bermanfaat;1
@RitaWati-h2c;7 hari yang lalu;Dokter kl bisa terbitkan buku supaya lebih mudah belajar;tidak bermanfaat;0
@RizalMan-jp1yu;1 tahun yang lalu;dokter sy ingin tahu lebih lanjut lagi tentang gaot apakah ubat2 yg tbaik buat diri sy t.kasih;tidak bermanfaat;0
@bintimkijangkota2541;11 hari yang lalu;di kepri bnyk pokok itu,,;tidak bermanfaat;0
@tanahairbeta5441;1 tahun yang lalu (diedit);Wanita muda rawan keputihan..;tidak bermanfaat;0
@BapakSutarjo-g3x;6 bulan yang lalu;Saya sering makan buah harendong berbunga ungu dilidah meninggalkan warna ungu  buahnya manis kalau sudah matang buahnya mekar.;bermanfaat;1
@cahandong9582;1 tahun yang lalu;Tempat saya namanya Rempenen;tidak bermanfaat;0
@nafertaafrizkarivana6801;3 minggu yang lalu;Pohon harendong mah banyak atuh bang di bulakan asa mau di pinggir jln udh kliatan pohon nya bush nya jg enak cuman bibir kita pd biru;bermanfaat;1
@putritasya7625;1 tahun yang lalu;salam sehat dokter feri,, sy mersa aneh dgn anak sy yg br berusia 12 thn,,  dlm sebulan kadang dpt mentruasi smpe 2x itu smnjak aktif olah raga vollli,,  apa g ada efek samping buat ke dpn nya,  mksh dok;bermanfaat;1
@boihsaid505;16 jam yang lalu;Iya betul obat luka cuma klo sy di mamah trus di tempel ke yg luka trus di perban  yg di pito bukan harendong klo di sy disebut tetapen tpi mirip harendong agak tebal daun nya;bermanfaat;1
@Suyonolebong;2 bulan yang lalu;Kalau ditempat saya untuk menghilangkan rasa pahit daun pepaya saat merebusnya...;tidak bermanfaat;0
@sitimurwati3785;3 bulan yang lalu;Dokter  saya  punya penyakit kencing  batu tpi nga mao d laser apa ada obat herbal yg bisa ngancurin batu nya berbage obat   dn ramuan tpi smpe skrang masih   suka klo pipis berdarah mohon solosi nya trama ksh dokter;bermanfaat;1
@ahinkhan1518;1 tahun yang lalu;Keduruk utan ijo wang Tempirai.;;
@arifrustian2073;1 tahun yang lalu;Harendong yg ini yg ada buahnya dan bisa dimakan bukan ya dok, yg buahnya warna hitam keunguan rasanya manis, atau beda lagi ya jenisnya ?;bermanfaat;1
@NurHayati-rm9nr;1 tahun yang lalu;Terimakasih dok balasanya tapi maaf daun pegagan yg kaya gimana saya kurang tau daun pegagn dok yg kaya apa daun nya dok saya kurang tau terimakasih;bermanfaat;1
@PadotAdv;1 tahun yang lalu (diedit);"Dok. Kalau di olah menjadi teh, bisa tidak dok?

Dengan cara di jeringkan";tidak bermanfaat;0
@Rizan-e2d;1 tahun yang lalu;Buatkay buku panduan biar bisa memahami;bermanfaat;1
@AmongAmong-bk4hg;10 bulan yang lalu;Betulkah daun harendong dpt menyembuhkan penyakit Hepatitis...?;tidak bermanfaat;0
@PadotAdv;1 tahun yang lalu (diedit);"Dok. Kalau di olah menjadi teh, bisa tidak dok?

Dengan cara di jeringkan";tidak bermanfaat;0
@Rizan-e2d;1 tahun yang lalu;Buatkay buku panduan biar bisa memahami;bermanfaat;1
@AmongAmong-bk4hg;10 bulan yang lalu;Betulkah daun harendong dpt menyembuhkan penyakit Hepatitis...?;tidak bermanfaat;0
@mubasjambi;1 tahun yang lalu;Di tempat ku malah JD tanaman pengganggu sering sy sepray dgn herbisida;tidak bermanfaat;0
@tuminotumino5347;1 tahun yang lalu;Di tempat sya tggl tumbuhan sprti itu gak berguna..banyak tumbun di perkebunan..tumbuhan itu nama balduan daun berbulu..;tidak bermanfaat;0
@mamahaku7734;1 tahun yang lalu;Sy pernah coba 3 helai daun harendong + air 4 gelas di rebus.. pas di minum kepala jadi sakit kaya mau pecah..;tidak bermanfaat;0
@floridairian1646;1 tahun yang lalu;Untuk menumbuhkan rambut yang botak juga, aku sudah mengalaminya.;bermanfaat;1
@daudberlin-o9y;1 tahun yang lalu;Klo di sayah ituh daun nunut nama nyah di basa Sunda Bogor;tidak bermanfaat;0
@asmarrainan6549;1 tahun yang lalu;Harendong buah nya manis cuman bibir kita PD biru tp manir buahny gua waktu masih ngangon kebo;bermanfaat;1
@partiniselur918;2 tahun yang lalu;Salam sehat dok,dinding rongga mulut kasar dan tebal sudah bertahun - tahun belum sembuh ...tolong dok direkomendasikan obatnya...makasih sebelumnya;bermanfaat;1
@NurIsma-ow3vf;1 tahun yang lalu;daun harendong rasanya agak manis;bermanfaat;1
@Suhenda-l8m;1 bulan yang lalu;Dok daun.harendong itu ada dua macem yang mana yang hijau  merah2an makasih impormasinya;bermanfaat;1
@aminfauzias1445;1 tahun yang lalu;Malem dok.. mau tanya. Apakah berupa benjolan yg di luar daging di dlm kulit itu berbahaya.. trs apa solusinya dok trimakasih;tidak bermanfaat;0
@chatarinasin2307;2 tahun yang lalu;Selamat pagi Dok semua informas tentang tumbuhan yg disebutkan oleh dok sudah tidak dpt ditemukan didaerah sy Jepara;tidak bermanfaat;0
@dennysung5299;1 tahun yang lalu;Kalau daun sisik naga,, apakah benar dapat membantu menyembuhkan batuk TBC ?;tidak bermanfaat;0
@dirvenrcpile2599;1 tahun yang lalu;Shalom doktor. Ada ke bisa amalkan minum air rebusan nya setiap hari walaupun nga ada sakit nya;tidak bermanfaat;0
@artomoro630;1 tahun yang lalu;di tempatku nmnya daun jampesan karena buahnya seperti jampes;tidak bermanfaat;0
@oding8128;1 tahun yang lalu;Pak dokter orang sunda ya tau daun harendong;bermanfaat;1
@iimmastikah8514;1 tahun yang lalu;Klo sudah viral hasiat nya biasanya terancam musnah mka saya nanamnya di halamn rumah.;bermanfaat;1
@DedeS-dg6km;2 bulan yang lalu;Apakah harendong yg digunakan itu kering atau segar.;bermanfaat;1
@ahmadhidayat5942;1 tahun yang lalu;Gulma kebun sawit tu boss kalau ada yang minat buat obat ambil aja daunnya sampai ke akar2nya;tidak bermanfaat;0
@muh.asbulsewang3017;1 bulan yang lalu;Itu namanya daun benduruk, untuk mengobati luka,diare,luka dalam.dok.;bermanfaat;1
@ANIROHAENI-p1t;2 bulan yang lalu;Halou dktr kalou sayah bunga harendong di jadikan th;bermanfaat;1
@Mista24-l8r;4 bulan yang lalu;Bisa untuk menghilangkan rasa pahit daun pepaya;bermanfaat;1
@pakraden7535;1 tahun yang lalu;KAMI SDAH TAU BERTAHUN TAHUN KEGUNAANNYA MUNGKIN SDAH ADA 25THN;bermanfaat;1
@ahmadhidayat5942;1 tahun yang lalu;Gulma kebun sawit tu boss kalau ada yang minat buat obat ambil aja daunnya sampai ke akar2nya;tidak bermanfaat;0
@muh.asbulsewang3017;1 bulan yang lalu;Itu namanya daun benduruk, untuk mengobati luka,diare,luka dalam.dok.;bermanfaat;1
@ANIROHAENI-p1t;2 bulan yang lalu;Halou dktr kalou sayah bunga harendong di jadikan th;tidak bermanfaat;0
@Mista24-l8r;4 bulan yang lalu;Bisa untuk menghilangkan rasa pahit daun pepaya;bermanfaat;1
@pakraden7535;1 tahun yang lalu;KAMI SDAH TAU BERTAHUN TAHUN KEGUNAANNYA MUNGKIN SDAH ADA 25THN;bermanfaat;1
@sabran4620;1 tahun yang lalu;Dok apa obat herbal tomor jinak di kepala.;tidak bermanfaat;0
@nurmuzammil7683;2 tahun yang lalu;Mau tanya kl minum kunyit di campur kencur baik ap gak dok?;bermanfaat;1
@muhamadiqbal5418;1 tahun yang lalu;Dok kalau untuk obat sirosis hati daun apa sajah?. Mohon di bls dok ,trimakasih;tidak bermanfaat;0
@putra-shan;1 tahun yang lalu;Ow,,,bnyak tu tpi gk tau klo daun ini ada manfaatnya bisa jdi sabun tu klo d kasi air dikit trust gosok seketika berbusa;bermanfaat;1
@zaenudinharmaja2367;1 tahun yang lalu;Di kampung saya harendong disebut daun sabunan bisa untuk nyuci kuali;bermanfaat;1
@afnamaulidahafnamaulidah8274;1 tahun yang lalu;Dokter saya mau tanya dokter bagai mana kalau wanita gk perna keputihan apakah sehat dokter;tidak bermanfaat;0
@pakcik248;1 tahun yang lalu;Di.malaysia.namanya.sendudok;tidak bermanfaat;0
@enon567;1 bulan yang lalu;Dokter saya sakit pinggang dan lutut udah daun sambiloto kering 3kalisehari tapi tidak sembuh harusnya minum apa;tidak bermanfaat;0
@animahbinjaafarjaafar924;1 tahun yang lalu;Kami panggil diapoko senduduk bulu...;tidak bermanfaat;0
@DianaNovianti-l2p;1 tahun yang lalu;Dokter apakah Bisa tidak pakai cuka,;bermanfaat;1
@mulyati4326;1 tahun yang lalu;?????????????? ???? ???????? ?????????????? ??????????;bermanfaat;1
@ulfahmaria685;1 bulan yang lalu;Dokter mau tanya, klw daun harendong sama daun pohpohan sama g ya ?;tidak bermanfaat;0
@fajarsetiadi-ry1rl;1 tahun yang lalu;Tempat saya jadi gulma, di basmi tetap aja ada. Buat yg mau berapa ton  juga Datang aja tempat saya, gratis;tidak bermanfaat;0
@Yogi_Girsang;1 tahun yang lalu;Ditempat sy banyak sekali dok, lakukah utk dijual daun harendong dokter?;tidak bermanfaat;0
@Subur-q9k;1 tahun yang lalu;Dokter mo tanya daun harendong sama ga dngan daun pohpohan;tidak bermanfaat;0
@bintimkijangkota2541;11 hari yang lalu;daun kopi2an tmpt sy,,daunnya berbulu betulkah dok;tidak bermanfaat;0
@nayacantik5741;2 tahun yang lalu;Siang dok sya mau tnya tenggrokan sya gatal sekali klo batuk susah buat ngeluarin dahak hidung sebelah kiri mampet minta solusi ny dok;tidak bermanfaat;0
@putrarani2930;1 tahun yang lalu;Apakah bisa dipertanggungjawabkan, terkadang pro dan kontra antar dokter itu sendiri, semoga tidak hanya untuk content saja.;tidak bermanfaat;0
@DianDian-lh2uq;1 tahun yang lalu;Maaf dok apakah obat herbal ini bisa d padu dengan obat dari dokter juga;bermanfaat;1
@bintimkijangkota2541;11 hari yang lalu;daun kopi2an tmpt sy,,daunnya berbulu betulkah dok;tidak bermanfaat;0
@nayacantik5741;2 tahun yang lalu;Siang dok sya mau tnya tenggrokan sya gatal sekali klo batuk susah buat ngeluarin dahak hidung sebelah kiri mampet minta solusi ny dok;tidak bermanfaat;0
@putrarani2930;1 tahun yang lalu;Apakah bisa dipertanggungjawabkan, terkadang pro dan kontra antar dokter itu sendiri, semoga tidak hanya untuk content saja.;tidak bermanfaat;0
@DianDian-lh2uq;1 tahun yang lalu;Maaf dok apakah obat herbal ini bisa d padu dengan obat dari dokter juga;tidak bermanfaat;0
@yayahamir1679;1 tahun yang lalu;"tanaman liar yah dokter.kaya.banyak di kebun""di tanah ""kosong kalu ga salah yah dokter..";tidak bermanfaat;0
@AlgivariBero;1 bulan yang lalu;Kakau langsung di makan buat lalapan boleh ga dok;tidak bermanfaat;0
@SobirinSaban;2 bulan yang lalu;"Daun harendong kalau dibejek-bejek keluar air busa seperti sabun.
Katanya obat digigit ular berbisa,bagaimana caranya?";bermanfaat;1
@kalistasky6898;1 tahun yang lalu;Di kebun q banyak, cuman q bunuh ja alny ganggu tanaman sawit, low da yg butuh daun ini ke sini aja, nyari 2 truk ada.;tidak bermanfaat;0
@syaifulful9107;2 tahun yang lalu;Maaf Dokter mau tanya, dehi drasi apa bisa membuat tensi naik, makasih dok.;tidak bermanfaat;0
@ambarwati5495;2 tahun yang lalu;Dok anak saya umur12thtenggorokangatal dan batuk sy lihat  amandelnya benjol. Tidak sperti biasay.gimana cara mengobatiy dok?skian trima ksh.;bermanfaat;1
@samsunga0315andu;1 tahun yang lalu;Dedughukburung bahasa serawai;tidak bermanfaat;0
@moorientaip1398;1 tahun yang lalu;?;tidak bermanfaat;0
@harendong3998;1 tahun yang lalu;Dibuat teh celup...dan dikonsumsi sehari hari..;bermanfaat;1
@hajiyuli9470;2 tahun yang lalu;Dok saya baru tensi tekanan darah 125/70 tapi denyut jantung 50 apakah normal dok mhn info nya;tidak bermanfaat;0
@Irama4formeHati;1 tahun yang lalu;Blh nanyak Doc,apa bisa di konsumsi dlm keadaan kering daun harendong?;tidak bermanfaat;0
@warkosamsudin7889;1 tahun yang lalu;Untuk apa lagj kegunaan daun harendong itu  ?;tidak bermanfaat;0
@itaita-ss5gp;1 tahun yang lalu;Kalau tdk mau mkn diusia tua mkn apa yg cocok dikonsumsi;tidak bermanfaat;0
@kopralofficial1870;1 tahun yang lalu;Map. Dr  kalow. Buat. Setrut. Apaajah. Bahanya. Dokr;tidak bermanfaat;0
@milidenta6970;1 tahun yang lalu;Pak dokter apa obat herbal berhenti merokok;tidak bermanfaat;0
@sudarwin7454;2 tahun yang lalu;Dokter mohon jawabannya,, saudara sy tiba2 bangun tidur ngerasa sakit banget ditulang pinggang belakang bawah dekat bokong.. sudah diobati dan gak sama sekali ngerasa sakit LG, tapi kenapa ya udah sebulan lebih gak bisa bangun lemas tenaganya;bermanfaat;1
@Bambang-t4u;2 bulan yang lalu;Apa benar BSH mengobati hipatitis;tidak bermanfaat;0
@JanganMalas-mw9vi;1 tahun yang lalu;Kalo di keringkan sama akar2nya gmn dokter?,;tidak bermanfaat;0
@yuliyana9402;1 tahun yang lalu;Dokter obatnya apa ya muka pelex  hitam obatnya apa ya dok;tidak bermanfaat;0
@colesyaputra435;1 tahun yang lalu;Dok bisa g daun harendong utuk luka dalam hbs oprasi;bermanfaat;1
@sgidadang1540;1 tahun yang lalu;Klu buat asam lambung bisa g dok;tidak bermanfaat;0
@Bambang-t4u;2 bulan yang lalu;Apa benar BSH mengobati hipatitis;tidak bermanfaat;0
@JanganMalas-mw9vi;1 tahun yang lalu;Kalo di keringkan sama akar2nya gmn dokter?,;tidak bermanfaat;0
@yuliyana9402;1 tahun yang lalu;Dokter obatnya apa ya muka pelex  hitam obatnya apa ya dok;tidak bermanfaat;0
@colesyaputra435;1 tahun yang lalu;Dok bisa g daun harendong utuk luka dalam hbs oprasi;tidak bermanfaat;0
@sgidadang1540;1 tahun yang lalu;Klu buat asam lambung bisa g dok;tidak bermanfaat;0
@indonesiaraya7044;1 tahun yang lalu (diedit);Harendong atau pohon senduduk;tidak bermanfaat;0
@putriyani9316;1 tahun yang lalu;Itu klo dimakan buah nya gk ppa dok;bermanfaat;1
@khalidnugroho572;1 tahun yang lalu;Ini daon buat bahan pewarna...boss;bermanfaat;1
@ElzahraOc;1 bulan yang lalu;Di kp aku orang tua2 dulu buat ngilangin plek d wajah;bermanfaat;1
@nurmaa7057;6 bulan yang lalu;Cuka untuk makanan tu ea dok;bermanfaat;1
@haerullah4404;1 tahun yang lalu;Herbal apa atasi ambeyen dok;tidak bermanfaat;0
@ceceutsman7149;2 tahun yang lalu;Cara mangobati mata rabun secara herbal;bermanfaat;1
@nonenanonano8289;11 bulan yang lalu;Apa ini sama dengan daun senduduk??;tidak bermanfaat;0
@suhermisyarif5109;1 tahun yang lalu;Daun jelatang;tidak bermanfaat;0
@ikhwanefendi4315;1 tahun yang lalu;Bahasa Lampung: Dadughuk ...;tidak bermanfaat;0
@nilkachannel8674;2 tahun yang lalu;Dok.. sy ni batuk berdahak..dahaknya sering keluar putih.. mohon sharing resepnya? dan kalau dexamethason itu yg dianjurkan tuk minum berapa mg?;tidak bermanfaat;0
@joseptampubolon4250;1 tahun yang lalu;Bagaimana bentuk pohon harendong?;bermanfaat;1
@apenapen1757;1 tahun yang lalu;Emng udh terbukti blom khasiat nya dok??;bermanfaat;1
@bolangboy673;1 tahun yang lalu;daun ini bisa menghilangkan pahit pada daun pepaya, rebus daun pepaya bercampur dgn daun ini,terbukti pahit nya akan hilang. aplgi klau ukuran daun pepaya & daun ini seimbang/sama bnyak nya. terbukti hilang pahit nya. silahkan coba.;bermanfaat;1
@umisupriyati5229;5 bulan yang lalu;seperti apa daun harendong;tidak bermanfaat;0
@lisaagustian802;1 bulan yang lalu;Dokter kalou minum nya tanpa madu gimana;bermanfaat;1
@windasriwahyuni6938;1 bulan yang lalu;kalau buat obat ambien bisa GK dok;tidak bermanfaat;0
@dikiputradikiputra377;1 tahun yang lalu;Untuk dm 2 bisakah dik;tidak bermanfaat;0
@RhamaDani-ly1xq;1 tahun yang lalu;Nekmehebuss tahuk kates titu.;tidak bermanfaat;0
@tobibahtobibah6697;1 tahun yang lalu;Untk pncegahan gmn dok;tidak bermanfaat;0
@lisaagustian802;1 bulan yang lalu;Dokter kalou minum nya tanpa madu gimana;bermanfaat;1
@windasriwahyuni6938;1 bulan yang lalu;kalau buat obat ambien bisa GK dok;tidak bermanfaat;0
@dikiputradikiputra377;1 tahun yang lalu;Untuk dm 2 bisakah dik;tidak bermanfaat;0
@RhamaDani-ly1xq;1 tahun yang lalu;Nekmehebuss tahuk kates titu.;tidak bermanfaat;0
@tobibahtobibah6697;1 tahun yang lalu;Untk pncegahan gmn dok;tidak bermanfaat;0
@ddddddd2818;1 tahun yang lalu;"Itu bukan tanaman doc tapi 
Tumbuh""han karna itu bukan ditanam tapi tumbuh sendiri";tidak bermanfaat;0
@BambangSantoso-mt8df;3 bulan yang lalu;Buat penyakit gula basah aslinya;tidak bermanfaat;0
@AhmadFauzi-tn1lf;1 tahun yang lalu;Di daerah sy tumbuh sembarangan dan bnyak;tidak bermanfaat;0
@nskanglion4681;1 tahun yang lalu;Pantas  sy semprot g mw mati dia.. Hhhhhh;tidak bermanfaat;0
@SuryanahSuryanah-g2m;1 tahun yang lalu;Buat cowo bisa ga;bermanfaat;1
@ReHan-c9w5i;2 bulan yang lalu;Siapa yg butuh dirumah saya banyak lor d kebunn kopi saya sngt banyak tapi saya bunuh;tidak bermanfaat;0
@RatonoRatono-w4w;5 bulan yang lalu;Pria cepat keluar cara mengatasi nya;tidak bermanfaat;0
@rikiaruan;1 tahun yang lalu;"Itu nama daun kalok d kampung saya 
Nama daun sanduluk babi";tidak bermanfaat;0
@tobibahtobibah6697;1 tahun yang lalu;Ya brp lmbar dok;tidak bermanfaat;0
@yuliyantipuspitasari7312;2 bulan yang lalu;Itu yang dipotonya bukan daun harendong;tidak bermanfaat;0
@naylaofficial8527;1 tahun yang lalu;Béñàr dr,,,búàt búkú téñtàñg péñgóbàtàñ tràdíßíóñàl,,íñßyàÀllàh bàñyàk yg bélí kàréñà péñúlíßñyà ßéóràñg dr,térímàkàßíh,;tidak bermanfaat;0
@nontondoang3019;1 tahun yang lalu;klo di dusun namanya daun kutu babi;tidak bermanfaat;0
@daudpkdaud7807;1 tahun yang lalu;Bohong lah;tidak bermanfaat;0
@geldokasirasirasirasir2894;7 bulan yang lalu;Solusinya mantap...banyak tumbuh di depan pekarangan rumah ternyata itu manfaat nya;bermanfaat;1
@adimancing7021;1 tahun yang lalu;Waaah informasi yang sangat bermanfaat sekali ini pak dikter,,semoga sehat selalu;bermanfaat;1
@babbylee8699;2 bulan yang lalu (diedit);Daun kebo obat mujarab untk bai yg ken step.ambil satu daun kucek smpe keluar air.tempel kan di di testa antar tengah2 alis kiri kanan sy sdh coba untk ketiga anak saya yg dlu masi kecil  kena step dan itu berhasil hilang step  tau obat daun kebo dri almrhm nenek sy.semoga bermanfaat;bermanfaat;1
@solehcimahi7651;1 tahun yang lalu;Selalu hadir membuka tayangan dokter yg baik hati atas berbagi ilmu kedokterannya dan selalu dpt di mngerti salam seht  kmbli.;bermanfaat;1
@defridef897;2 tahun yang lalu;"Info kesehatan dari pak dokter ini sangat baik dan bermanfaat
dokter hebat 
salam sehat buat kita semua dan pak dokter";bermanfaat;1
@uripahtasma3964;1 tahun yang lalu;Mksh info manfaat tanaman fatikan kebo yg kaya akan manfaat..tetap semangat dok.;bermanfaat;1
@Maunah-w8x;6 bulan yang lalu;Subhanallah ternyata banyak manfaatnya patikan kebo ini bisa jg mengobati penyakit keputihan sudah ada yang mencoba ternyata sembuh dok;bermanfaat;1
@sarifuddin3410;5 bulan yang lalu;Sy punya pengalaman menarik ttg tanaman ini.saat bpk sy yg sdh berusia 70an thn mengalami pembekakan prostatx dan mau di operasi oleh dokter di RSU saat menunggu jadwal operasi kebtulan sy di beritahu teman spy cari patikan kebo lalu di rebus lalu di ksh minum hangat2 selama satu minggu dan akhirx prostat bpk sy alhamdulillah sembuh dan tdk jd di operasi.;bermanfaat;1
